Age,Sex,Race,Marital status?,Education,Incomes,Employement,book you read last 12m?,Read any printed books during last 12months?,Read any audiobooks during last 12months?,Read any e-books during last 12months?,Last book you read,Do you happen to read any daily news or newspapers?,Do you happen to read any magazines or journals?
52,Male,Refused,Married,None,"$50,000 to under $75,000",Employed part-time,30,Yes,No,No,Borrowed the book from a library,Yes,No
49,Male,Refused,Married,"Some college, no 4-year degree","$100,000 to under $150,000",Employed full-time,30,Yes,No,Yes,Purchased the book,No,Yes
36,Female,Other,Never been married,Post-graduate training/professional school after college,"$75,000 to under $100,000",Employed full-time,30,Yes,Yes,Yes,Purchased the book,No,No
25,Female,Other,Never been married,"Some college, no 4-year degree","$100,000 to under $150,000",Employed full-time,30,Yes,No,Yes,Purchased the book,Yes,Yes
20,Male,Other,Never been married,College graduate,"$20,000 to under $30,000",Student,30,Yes,No,Yes,Purchased the book,No,No
18,Female,Native American/American Indian,Never been married,High school graduate,"$50,000 to under $75,000",Not employed for pay,30,Yes,No,No,Purchased the book,Yes,No
72,Male,Mixed race,Divorced,"Some college, no 4-year degree","$20,000 to under $30,000",Retired,30,Yes,No,No,Purchased the book,Yes,No
54,Male,Mixed race,Married,"Some college, no 4-year degree","$100,000 to under $150,000",Employed full-time,30,Yes,Yes,Yes,Purchased the book,No,Yes
16,Female,Mixed race,Never been married,High school incomplete,"$40,000 to under $50,000",Not employed for pay,30,No,Yes,No,Borrowed the book from a library,Yes,Yes
50,Female,Asian or Pacific Islander,Married,"Some college, no 4-year degree","$100,000 to under $150,000",Not employed for pay,30,Yes,No,No,Purchased the book,Yes,Yes
35,Male,Asian or Pacific Islander,Never been married,College graduate,"Less than $10,000",Employed full-time,30,Yes,Yes,No,Got the book some other way,Yes,Yes
63,Female,Black or African-American,Widowed,Post-graduate training/professional school after college,"$50,000 to under $75,000",Retired,30,Yes,Yes,Yes,Purchased the book,Yes,Yes
57,Female,Black or African-American,Never been married,High school graduate,"$10,000 to under $20,000",Employed full-time,30,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
56,Female,Black or African-American,Divorced,Post-graduate training/professional school after college,"$75,000 to under $100,000",Employed full-time,30,Yes,No,Yes,Purchased the book,Yes,Yes
52,Female,Black or African-American,Never been married,College graduate,"$40,000 to under $50,000",Not employed for pay,30,Yes,No,No,Borrowed the book from a library,No,Yes
42,Female,Black or African-American,Never been married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,30,Yes,No,Yes,Purchased the book,Yes,Yes
29,Male,Black or African-American,Never been married,College graduate,"$40,000 to under $50,000",Employed full-time,30,Yes,No,Yes,Purchased the book,No,No
29,Male,Black or African-American,Never been married,College graduate,"$20,000 to under $30,000",Employed part-time,30,Yes,Yes,No,Purchased the book,Yes,Yes
25,Male,Black or African-American,Never been married,High school graduate,"Less than $10,000",Not employed for pay,30,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes
23,Male,Black or African-American,Living with a partner,"Some college, no 4-year degree","$20,000 to under $30,000",Not employed for pay,30,Yes,No,No,Got the book some other way,Yes,No
22,Male,Black or African-American,Never been married,High school graduate,"$50,000 to under $75,000",Employed part-time,30,Yes,No,Yes,Got the book some other way,No,No
20,Female,Black or African-American,Never been married,"Some college, no 4-year degree","$20,000 to under $30,000",Not employed for pay,30,Yes,Yes,No,Borrowed the book from a library,Yes,No
20,Male,Black or African-American,Never been married,High school graduate,"$20,000 to under $30,000",Employed part-time,30,Yes,No,Yes,Purchased the book,Yes,Yes
16,Female,Black or African-American,Never been married,High school incomplete,"9$100,000 to under $150,000",Student,30,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
16,Male,Black or African-American,Married,High school incomplete,Refused,Not employed for pay,30,No,No,No,Got the book some other way,Yes,No
16,Male,Black or African-American,Never been married,High school incomplete,"$75,000 to under $100,000",Employed part-time,30,Yes,No,No,Borrowed the book from a library,Yes,No
82,Male,White,Married,College graduate,"$75,000 to under $100,000",Retired,30,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes
77,Female,White,Married,High school graduate,"$10,000 to under $20,000",Retired,30,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes
74,Female,White,Married,"Some college, no 4-year degree",Refused,Retired,30,Yes,No,No,Purchased the book,Yes,Yes
72,Female,White,Widowed,"Technical, trade or vocational school AFTER high school","$20,000 to under $30,000",Retired,30,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
71,Male,White,Married,College graduate,"$50,000 to under $75,000",Retired,30,Yes,No,Yes,Purchased the book,Yes,Yes
71,Female,White,Married,"Some college, no 4-year degree","$10,000 to under $20,000",Disabled,30,Yes,No,No,Purchased the book,Yes,No
71,Female,White,Widowed,"Some college, no 4-year degree","$20,000 to under $30,000",Retired,30,Yes,Yes,No,Borrowed the book from a library,Yes,Yes
70,Female,White,Married,"Some college, no 4-year degree","$30,000 to under $40,000",Employed full-time,30,Yes,No,No,Borrowed the book from a library,Yes,Yes
67,Female,White,Married,High school incomplete,"$30,000 to under $40,000",Retired,30,Yes,No,No,Purchased the book,No,Yes
67,Female,White,Married,College graduate,"$75,000 to under $100,000",Retired,30,Yes,No,No,Purchased the book,Yes,Yes
66,Female,White,Married,"Some college, no 4-year degree","$75,000 to under $100,000",Retired,30,Yes,Yes,Yes,Purchased the book,No,Yes
65,Male,White,Married,Post-graduate training/professional school after college,Refused,Retired,30,Yes,No,Yes,Borrowed the book from a library,Yes,Yes
65,Female,White,Married,High school graduate,"$40,000 to under $50,000",Retired,30,Yes,No,Yes,Purchased the book,Yes,Yes
63,Male,White,Divorced,Post-graduate training/professional school after college,"$75,000 to under $100,000",Retired,30,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,Yes
62,Female,White,Divorced,Post-graduate training/professional school after college,"$50,000 to under $75,000",Retired,30,Yes,No,No,Purchased the book,No,Yes
62,Male,White,Married,College graduate,"$20,000 to under $30,000",Employed full-time,30,Yes,No,No,Purchased the book,No,Yes
61,Female,White,Married,Post-graduate training/professional school after college,"$50,000 to under $75,000",Retired,30,Yes,No,Yes,Purchased the book,Yes,Yes
60,Male,White,Married,High school graduate,"$50,000 to under $75,000",Retired,30,Yes,No,Yes,Purchased the book,Yes,No
60,Female,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed part-time,30,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
59,Male,White,Married,College graduate,"$100,000 to under $150,000",Retired,30,Yes,No,No,Purchased the book,Yes,Yes
58,Male,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,30,Yes,No,Yes,Purchased the book,Yes,No
57,Male,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Retired,30,Yes,No,No,Purchased the book,No,Yes
57,Female,White,Married,College graduate,"$75,000 to under $100,000",Employed full-time,30,Yes,Yes,Yes,Purchased the book,Yes,Yes
57,Male,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,30,Yes,No,No,Purchased the book,Yes,Yes
56,Female,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,30,Yes,Yes,Yes,Borrowed the book from a library,Yes,Yes
55,Female,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,30,Yes,Yes,Yes,Purchased the book,Yes,Yes
55,Male,White,Divorced,"Some college, no 4-year degree","$50,000 to under $75,000",Retired,30,Yes,Yes,Yes,Purchased the book,No,No
54,Female,White,Married,College graduate,"$100,000 to under $150,000",Employed full-time,30,Yes,No,Yes,Purchased the book,Yes,Yes
54,Female,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Retired,30,Yes,No,No,Purchased the book,Yes,Yes
54,Female,White,Separated,None,"Less than $10,000",Disabled,30,No,No,No,Purchased the book,Yes,No
54,Male,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,30,Yes,No,No,Purchased the book,No,Yes
53,Female,White,Divorced,"Technical, trade or vocational school AFTER high school","Less than $10,000",Disabled,30,Yes,No,No,Borrowed the book from a friend or family member,No,No
52,Female,White,Divorced,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,30,Yes,No,Yes,Got the book some other way,No,No
51,Female,White,Married,High school graduate,"$75,000 to under $100,000",Employed full-time,30,Yes,No,Yes,Purchased the book,No,No
51,Female,White,Separated,College graduate,"$100,000 to under $150,000",Employed full-time,30,Yes,No,Yes,Got the book some other way,No,Yes
51,Female,White,Married,"Some college, no 4-year degree","$40,000 to under $50,000",Employed full-time,30,Yes,No,Yes,Purchased the book,No,No
51,Male,White,Married,College graduate,"$100,000 to under $150,000",Employed part-time,30,Yes,Yes,No,Borrowed the book from a library,Yes,Yes
50,Female,White,Never been married,College graduate,"$40,000 to under $50,000",Employed full-time,30,Yes,No,No,Borrowed the book from a library,Yes,No
50,Male,White,Never been married,Post-graduate training/professional school after college,"9$100,000 to under $150,000",Not employed for pay,30,Yes,Yes,Yes,Purchased the book,No,No
50,Male,White,Married,College graduate,"$20,000 to under $30,000",Employed full-time,30,Yes,No,No,Purchased the book,No,Yes
50,Male,White,Married,Post-graduate training/professional school after college,"$75,000 to under $100,000",Employed full-time,30,Yes,No,Yes,Borrowed the book from a library,Yes,Yes
49,Male,White,Never been married,"Technical, trade or vocational school AFTER high school","$10,000 to under $20,000",Employed part-time,30,Yes,No,Yes,Purchased the book,No,Yes
49,Male,White,Widowed,"Some college, no 4-year degree","$100,000 to under $150,000",Employed full-time,30,Yes,No,No,Purchased the book,Yes,Yes
46,Male,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,30,Yes,No,Yes,Purchased the book,Yes,No
44,Female,White,Married,High school graduate,"$75,000 to under $100,000",Have own business/self-employed,30,Yes,Yes,Yes,Purchased the book,Yes,No
44,Male,White,Married,"Some college, no 4-year degree","$100,000 to under $150,000",Employed full-time,30,Yes,No,No,Purchased the book,Yes,Yes
42,Female,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed part-time,30,Yes,No,No,Purchased the book,Yes,No
42,Female,White,Divorced,Post-graduate training/professional school after college,"$75,000 to under $100,000",Employed full-time,30,Yes,No,No,Got the book some other way,Yes,No
41,Male,White,Divorced,"Some college, no 4-year degree","$40,000 to under $50,000",Employed full-time,30,Yes,No,No,Borrowed the book from a friend or family member,No,No
40,Male,White,Divorced,"Some college, no 4-year degree","$20,000 to under $30,000",Retired,30,Yes,No,Yes,Got the book some other way,Yes,No
40,Female,White,Married,College graduate,Refused,Employed full-time,30,Yes,No,Yes,Purchased the book,Yes,No
39,Female,White,Divorced,College graduate,"$100,000 to under $150,000",Not employed for pay,30,Yes,No,No,Borrowed the book from a library,Yes,No
39,Female,White,Never been married,College graduate,"$30,000 to under $40,000",Not employed for pay,30,Yes,No,Yes,Purchased the book,Yes,Yes
38,Female,White,Married,High school graduate,Refused,Employed full-time,30,Yes,No,No,Purchased the book,No,No
37,Female,White,Married,College graduate,Refused,Employed full-time,30,Yes,No,Yes,Purchased the book,No,Yes
36,Female,White,Married,College graduate,"$50,000 to under $75,000",Employed part-time,30,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes
34,Male,White,Married,College graduate,"$100,000 to under $150,000",Employed full-time,30,Yes,No,Yes,Purchased the book,Yes,Yes
33,Male,White,Living with a partner,"Some college, no 4-year degree","$20,000 to under $30,000",Employed full-time,30,Yes,No,No,Purchased the book,No,No
33,Male,White,Never been married,"Some college, no 4-year degree","$30,000 to under $40,000",Employed part-time,30,Yes,No,No,Got the book some other way,No,Yes
32,Male,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,30,Yes,Yes,Yes,Purchased the book,Yes,Yes
31,Female,White,Married,High school graduate,"9$100,000 to under $150,000",Employed part-time,30,Yes,No,Yes,Borrowed the book from a library,No,No
29,Female,White,Married,College graduate,"$20,000 to under $30,000",Not employed for pay,30,Yes,No,Yes,Purchased the book,No,No
29,Male,White,Never been married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,30,Yes,No,Yes,Purchased the book,Yes,Yes
29,Female,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,30,Yes,No,Yes,Purchased the book,Yes,Yes
28,Male,White,Never been married,"Some college, no 4-year degree","$10,000 to under $20,000",Not employed for pay,30,Yes,No,No,Purchased the book,Yes,No
27,Male,White,Married,College graduate,"$20,000 to under $30,000",Employed full-time,30,Yes,No,No,Purchased the book,No,Yes
23,Female,White,Never been married,High school graduate,"$75,000 to under $100,000",Employed full-time,30,Yes,Yes,Yes,Purchased the book,Yes,No
23,Female,White,Never been married,"Some college, no 4-year degree","$75,000 to under $100,000",Not employed for pay,30,Yes,No,Yes,Purchased the book,Yes,No
22,Female,White,Never been married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,30,Yes,No,Yes,Borrowed the book from a library,Yes,Yes
22,Male,White,Never been married,"Some college, no 4-year degree","$75,000 to under $100,000",Not employed for pay,30,Yes,No,Yes,Purchased the book,No,No
22,Male,White,Never been married,"Some college, no 4-year degree","$100,000 to under $150,000",Employed part-time,30,Yes,No,Yes,Purchased the book,No,No
22,Female,White,Married,High school graduate,"$30,000 to under $40,000",Employed full-time,30,No,No,No,Borrowed the book from a friend or family member,Yes,Yes
21,Male,White,Never been married,"Some college, no 4-year degree","$50,000 to under $75,000",Employed part-time,30,Yes,No,No,Purchased the book,No,Yes
20,Male,White,Never been married,"Some college, no 4-year degree","$40,000 to under $50,000",Employed part-time,30,Yes,No,No,Borrowed the book from a library,No,No
20,Female,White,Married,"Some college, no 4-year degree","$20,000 to under $30,000",Employed part-time,30,Yes,No,No,Borrowed the book from a friend or family member,No,No
19,Male,White,Single,High school graduate,"$40,000 to under $50,000",Employed full-time,30,Yes,No,Yes,Borrowed the book from a library,No,Yes
19,Male,White,Never been married,High school graduate,"$50,000 to under $75,000",Not employed for pay,30,Yes,No,Yes,Purchased the book,Yes,Yes
18,Male,White,Never been married,High school graduate,"9$100,000 to under $150,000",Not employed for pay,30,Yes,No,No,Borrowed the book from a library,No,Yes
18,Female,White,Never been married,High school graduate,"9$100,000 to under $150,000",Employed part-time,30,Yes,No,No,Purchased the book,Yes,No
17,Female,White,Never been married,High school incomplete,"9$100,000 to under $150,000",Not employed for pay,30,Yes,No,No,Purchased the book,No,No
16,Female,White,Never been married,High school incomplete,"$40,000 to under $50,000",Not employed for pay,30,Yes,No,No,Purchased the book,Yes,Yes
16,Female,White,Never been married,None,Refused,Not employed for pay,30,Yes,Yes,No,Borrowed the book from a library,No,Yes
74,Male,White,Married,Post-graduate training/professional school after college,"$50,000 to under $75,000",Employed part-time,26,Yes,Yes,Yes,Purchased the book,Yes,Yes
67,Female,White,Married,"Some college, no 4-year degree","$100,000 to under $150,000",Have own business/self-employed,26,Yes,No,No,Purchased the book,No,Yes
49,Male,Refused,Living with a partner,Post-graduate training/professional school after college,"$75,000 to under $100,000",Employed full-time,25,Yes,Yes,No,Purchased the book,Yes,Yes
29,Male,Other,Living with a partner,High school graduate,"$20,000 to under $30,000",Not employed for pay,25,Yes,No,Yes,Borrowed the book from a library,No,No
26,Female,Other,Never been married,College graduate,"$20,000 to under $30,000",Not employed for pay,25,Yes,No,No,Purchased the book,No,No
51,Male,Native American/American Indian,Divorced,"Some college, no 4-year degree","$75,000 to under $100,000",Employed full-time,25,Yes,No,No,Got the book some other way,Yes,Yes
42,Male,Native American/American Indian,Married,High school incomplete,"Less than $10,000",Disabled,25,Yes,Yes,Yes,Borrowed the book from a library,No,Yes
31,Female,Native American/American Indian,Never been married,"Some college, no 4-year degree","$30,000 to under $40,000",Employed full-time,25,Yes,No,Yes,Purchased the book,Yes,Yes
51,Female,Mixed race,Married,"Some college, no 4-year degree",Refused,Not employed for pay,25,Yes,No,No,Got the book some other way,Yes,No
55,Male,Black or African-American,Divorced,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,25,Yes,No,No,Got the book some other way,No,No
49,Female,Black or African-American,Never been married,High school incomplete,"9$100,000 to under $150,000",Not employed for pay,25,Yes,No,No,Borrowed the book from a library,No,Yes
17,Female,Black or African-American,Never been married,High school graduate,"$20,000 to under $30,000",Employed part-time,25,Yes,No,No,Borrowed the book from a library,No,Yes
85,Female,White,Divorced,College graduate,Refused,Retired,25,Yes,No,No,Purchased the book,Yes,Yes
83,Male,White,Married,College graduate,Refused,Retired,25,Yes,No,No,Purchased the book,Yes,Yes
83,Female,White,Widowed,"Some college, no 4-year degree","$20,000 to under $30,000",Retired,25,Yes,No,No,Purchased the book,Yes,No
83,Female,White,Widowed,"Technical, trade or vocational school AFTER high school",Refused,Retired,25,Yes,No,No,Got the book some other way,Yes,Yes
82,Male,White,Married,Post-graduate training/professional school after college,"$50,000 to under $75,000",Retired,25,Yes,No,No,Purchased the book,Yes,Yes
82,Male,White,Married,Post-graduate training/professional school after college,Refused,Retired,25,Yes,No,Yes,Borrowed the book from a library,Yes,Yes
79,Female,White,Widowed,High school graduate,"$30,000 to under $40,000",Retired,25,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,Yes
78,Male,White,Married,Post-graduate training/professional school after college,"$50,000 to under $75,000",Retired,25,Yes,Yes,No,Purchased the book,Yes,No
76,Female,White,Living with a partner,College graduate,"$20,000 to under $30,000",Retired,25,Yes,Yes,No,Purchased the book,Yes,Yes
75,Female,White,Widowed,College graduate,"$30,000 to under $40,000",Retired,25,Yes,Yes,No,Purchased the book,Yes,Yes
75,Female,White,Married,College graduate,Refused,Retired,25,Yes,Yes,Yes,Purchased the book,Yes,Yes
74,Male,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Not employed for pay,25,Yes,No,Yes,Purchased the book,Yes,Yes
74,Female,White,Widowed,"Technical, trade or vocational school AFTER high school","$50,000 to under $75,000",Retired,25,Yes,Yes,Yes,Purchased the book,Yes,No
72,Male,White,Married,High school graduate,"$50,000 to under $75,000",Retired,25,Yes,No,No,Purchased the book,Yes,No
72,Female,White,Married,Post-graduate training/professional school after college,"$40,000 to under $50,000",Employed full-time,25,Yes,No,No,Purchased the book,No,Yes
69,Female,White,Married,"Some college, no 4-year degree","$50,000 to under $75,000",Employed part-time,25,Yes,Yes,No,Borrowed the book from a friend or family member,No,No
68,Female,White,Married,High school incomplete,Refused,Not employed for pay,25,Yes,No,No,Purchased the book,Yes,Yes
67,Male,White,Married,College graduate,"$100,000 to under $150,000",Employed full-time,25,No,Yes,Yes,Purchased the book,Yes,Yes
66,Female,White,Married,"Some college, no 4-year degree",Refused,Retired,25,Yes,No,No,Got the book some other way,Yes,No
66,Male,White,Married,College graduate,"$75,000 to under $100,000",Employed part-time,25,Yes,No,No,Purchased the book,Yes,No
65,Female,White,Divorced,High school graduate,"$10,000 to under $20,000",Employed part-time,25,Yes,No,No,Purchased the book,Yes,Yes
63,Female,White,Living with a partner,High school graduate,"$75,000 to under $100,000",Retired,25,Yes,No,Yes,Borrowed the book from a library,Yes,No
63,Male,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Retired,25,Yes,No,No,Purchased the book,Yes,Yes
63,Female,White,Married,Post-graduate training/professional school after college,"$50,000 to under $75,000",Employed part-time,25,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
62,Female,White,Married,High school graduate,Refused,Retired,25,Yes,No,No,Purchased the book,Yes,No
60,Male,White,Married,College graduate,"$75,000 to under $100,000",Retired,25,Yes,No,Yes,Purchased the book,Yes,No
58,Female,White,Married,Post-graduate training/professional school after college,Refused,Retired,25,Yes,No,No,Got the book some other way,Yes,No
58,Female,White,Divorced,Post-graduate training/professional school after college,"$50,000 to under $75,000",Employed full-time,25,Yes,No,Yes,Got the book some other way,Yes,Yes
57,Female,White,Married,"Some college, no 4-year degree",Refused,Employed full-time,25,Yes,No,Yes,Purchased the book,Yes,Yes
56,Male,White,Married,"Some college, no 4-year degree","$75,000 to under $100,000",Retired,25,Yes,Yes,Yes,Purchased the book,Yes,Yes
55,Female,White,Married,College graduate,"$75,000 to under $100,000",Retired,25,Yes,No,Yes,Purchased the book,Yes,Yes
52,Female,White,Never been married,"Some college, no 4-year degree","$40,000 to under $50,000",Employed full-time,25,Yes,No,Yes,Purchased the book,No,Yes
52,Female,White,Living with a partner,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,25,Yes,Yes,Yes,Borrowed the book from a friend or family member,Yes,Yes
49,Male,White,Married,High school graduate,Refused,Employed full-time,25,Yes,No,No,Purchased the book,Yes,No
49,Female,White,Married,College graduate,"$75,000 to under $100,000",Employed full-time,25,Yes,No,Yes,Purchased the book,Yes,Yes
49,Female,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed part-time,25,Yes,No,No,Purchased the book,No,Yes
48,Male,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,25,Yes,Yes,Yes,Purchased the book,No,Yes
47,Female,White,Separated,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,25,Yes,No,Yes,Purchased the book,Yes,No
47,Male,White,Married,College graduate,"$30,000 to under $40,000",Not employed for pay,25,Yes,No,No,Got the book some other way,Yes,Yes
47,Male,White,Married,Post-graduate training/professional school after college,"$50,000 to under $75,000",Employed full-time,25,Yes,No,Yes,Purchased the book,Yes,No
47,Female,White,Married,None,"$30,000 to under $40,000",Not employed for pay,25,Yes,No,No,Borrowed the book from a library,No,No
47,Male,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,25,Yes,No,No,Borrowed the book from a library,Yes,Yes
46,Male,White,Single,"Some college, no 4-year degree","$40,000 to under $50,000",Employed full-time,25,Yes,No,No,Borrowed the book from a library,Yes,Yes
45,Female,White,Married,Post-graduate training/professional school after college,"$75,000 to under $100,000",Employed full-time,25,Yes,No,Yes,Purchased the book,Yes,Yes
44,Female,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,25,Yes,No,Yes,Purchased the book,Yes,Yes
44,Female,White,Never been married,"Some college, no 4-year degree","$50,000 to under $75,000",Not employed for pay,25,Yes,Yes,Yes,Purchased the book,Yes,No
43,Male,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,25,Yes,No,No,Purchased the book,No,Yes
42,Female,White,Married,High school graduate,"$50,000 to under $75,000",Employed full-time,25,Yes,No,No,Purchased the book,No,No
42,Male,White,Married,"Technical, trade or vocational school AFTER high school","$40,000 to under $50,000",Employed full-time,25,No,No,No,Purchased the book,Yes,Yes
40,Male,White,Married,College graduate,"$100,000 to under $150,000",Employed full-time,25,Yes,No,Yes,Purchased the book,Yes,Yes
39,Male,White,Married,College graduate,"$50,000 to under $75,000",Employed full-time,25,Yes,Yes,Yes,Purchased the book,No,Yes
39,Male,White,Married,High school graduate,"$75,000 to under $100,000",Employed full-time,25,Yes,No,No,Purchased the book,Yes,Yes
39,Male,White,Married,College graduate,"$40,000 to under $50,000",Have own business/self-employed,25,Yes,No,No,Got the book some other way,No,Yes
38,Female,White,Married,College graduate,"$100,000 to under $150,000",Not employed for pay,25,Yes,Yes,Yes,Borrowed the book from a friend or family member,Yes,Yes
37,Female,White,Married,Post-graduate training/professional school after college,Refused,Employed part-time,25,Yes,Yes,Yes,Borrowed the book from a library,No,Yes
35,Male,White,Married,"Some college, no 4-year degree","$50,000 to under $75,000",Employed full-time,25,Yes,No,No,Purchased the book,No,Yes
35,Male,White,Widowed,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,25,Yes,No,Yes,Borrowed the book from a library,Yes,Yes
34,Female,White,Married,Post-graduate training/professional school after college,"$75,000 to under $100,000",Employed full-time,25,Yes,No,Yes,Borrowed the book from a library,Yes,No
32,Female,White,Married,"Some college, no 4-year degree","$10,000 to under $20,000",Disabled,25,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
27,Male,White,Never been married,College graduate,"$50,000 to under $75,000",Employed part-time,25,Yes,Yes,Yes,Borrowed the book from a library,Yes,Yes
27,Female,White,Married,Post-graduate training/professional school after college,"$30,000 to under $40,000",Employed full-time,25,Yes,No,No,Purchased the book,Yes,No
25,Male,White,Never been married,College graduate,"$30,000 to under $40,000",Employed full-time,25,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No
25,Male,White,Married,"Some college, no 4-year degree","$75,000 to under $100,000",Employed full-time,25,Yes,No,Yes,Got the book some other way,Yes,Yes
24,Female,White,Never been married,High school graduate,"$20,000 to under $30,000",Employed full-time,25,Yes,No,No,Purchased the book,No,No
23,Male,White,Married,College graduate,"$20,000 to under $30,000",Employed full-time,25,Yes,Yes,No,Borrowed the book from a library,No,No
21,Male,White,Never been married,High school graduate,"Less than $10,000",Employed full-time,25,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
21,Male,White,Never been married,"Some college, no 4-year degree","Less than $10,000",Not employed for pay,25,No,No,Yes,Got the book some other way,No,No
19,Male,White,Never been married,High school graduate,"$10,000 to under $20,000",Not employed for pay,25,Yes,No,No,Borrowed the book from a library,Yes,No
17,Male,White,Never been married,High school incomplete,"$30,000 to under $40,000",Employed part-time,25,Yes,No,No,Borrowed the book from a library,No,No
17,Male,White,Never been married,High school incomplete,"$50,000 to under $75,000",Employed part-time,25,No,No,Yes,Purchased the book,Yes,Yes
17,Female,White,Never been married,High school incomplete,"9$100,000 to under $150,000",Not employed for pay,25,Yes,No,No,Got the book some other way,No,Yes
16,Female,White,Never been married,High school incomplete,"9$100,000 to under $150,000",Not employed for pay,25,Yes,No,No,Purchased the book,Yes,No
16,Male,Mixed race,Single,None,"9$100,000 to under $150,000",Not employed for pay,24,Yes,No,No,Got the book some other way,No,No
65,Male,Black or African-American,Married,College graduate,"$30,000 to under $40,000",Retired,24,Yes,No,No,Purchased the book,Yes,Yes
55,Male,Black or African-American,Divorced,High school graduate,"$20,000 to under $30,000",Disabled,24,Yes,No,No,Got the book some other way,No,No
51,Male,Black or African-American,Separated,High school graduate,"$20,000 to under $30,000",Disabled,24,Yes,No,No,Got the book some other way,Yes,No
30,Male,Black or African-American,Never been married,"Some college, no 4-year degree","$30,000 to under $40,000",Employed full-time,24,Yes,No,Yes,Purchased the book,Yes,Yes
85,Female,White,Married,High school graduate,"$40,000 to under $50,000",Retired,24,Yes,No,No,Borrowed the book from a library,Yes,Yes
85,Male,White,Married,College graduate,"$50,000 to under $75,000",Employed part-time,24,Yes,No,No,Borrowed the book from a library,Yes,Yes
84,Female,White,Widowed,High school graduate,"$10,000 to under $20,000",Not employed for pay,24,Yes,No,No,Purchased the book,Yes,No
83,Female,White,Widowed,"Some college, no 4-year degree","$20,000 to under $30,000",Retired,24,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
75,Female,White,Married,College graduate,"$50,000 to under $75,000",Retired,24,Yes,Yes,Yes,Got the book some other way,No,Yes
69,Female,White,Married,College graduate,Refused,Retired,24,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
69,Male,White,Never been married,High school graduate,"$20,000 to under $30,000",Retired,24,Yes,No,No,Purchased the book,Yes,Yes
67,Female,White,Divorced,Post-graduate training/professional school after college,"$75,000 to under $100,000",Employed part-time,24,Yes,Yes,Yes,Got the book some other way,No,No
65,Male,White,Married,"Some college, no 4-year degree","$75,000 to under $100,000",Employed part-time,24,Yes,Yes,No,Purchased the book,Yes,Yes
64,Female,White,Married,College graduate,"$40,000 to under $50,000",Retired,24,Yes,No,No,Borrowed the book from a library,Yes,No
63,Female,White,Married,"Some college, no 4-year degree","$40,000 to under $50,000",Employed full-time,24,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
62,Male,White,Divorced,Post-graduate training/professional school after college,"$40,000 to under $50,000",Retired,24,Yes,No,Yes,Purchased the book,Yes,Yes
